Country,Year,Cases
DF Gulf - (All Countries),1990,
DF Gulf - (All Countries),1991,
DF Gulf - (All Countries),1992,
DF Gulf - (All Countries),1993,
DF Gulf - (All Countries),1994,
DF Gulf - (All Countries),1995,
DF Gulf - (All Countries),1996,
DF Gulf - (All Countries),1997,
DF Gulf - (All Countries),1998,
DF Gulf - (All Countries),1999,
DF Gulf - (All Countries),2000,500
DF Gulf - (All Countries),2001,450
DF Gulf - (All Countries),2002,500
DF Gulf - (All Countries),2003,350
DF Gulf - (All Countries),2004,325
DF Gulf - (All Countries),2005,325
DF Gulf - (All Countries),2006,450
DF Gulf - (All Countries),2007,525
DF Gulf - (All Countries),2008,1250
DF Gulf - (All Countries),2009,1000
DF Gulf - (All Countries),2010,1175
DF Gulf - (All Countries),2011,1725
DF Gulf - (All Countries),2012,2365
DF Gulf - (All Countries),2013,6040
DF Gulf - (All Countries),2014,3060
DF Gulf - (All Countries),2015,3570
DF Gulf - (All Countries),2016,3720
DF France,1990,2000
DF France,1991,2500
DF France,1992,3000
DF France,1993,3250
DF France,1994,3000
DF France,1995,3950
DF France,1996,4625
DF France,1997,4875
DF France,1998,4700
DF France,1999,2505
DF France,2000,1235
DF France,2001,2090
DF France,2002,3135
DF France,2003,2235
DF France,2004,2065
DF France,2005,1985
DF France,2006,1715
DF France,2007,1790
DF France,2008,2140
DF France,2009,1850
DF France,2010,3000
DF France,2011,3375
DF France,2012,3825
DF France,2013,4000
DF France,2014,3935
DF France,2015,3685
DF France,2016,3685
Sweden,1990,100
Sweden,1991,200
Sweden,1992,1100
Sweden,1993,2100
Sweden,1994,2100
Sweden,1995,1500
Sweden,1996,1600
Sweden,1997,1700
Sweden,1998,2000
Sweden,1999,2250
Sweden,2000,3000
Sweden,2001,3150
Sweden,2002,3370
Sweden,2003,2850
Sweden,2004,2200
Sweden,2005,2100
Sweden,2006,2150
Sweden,2007,3200
Sweden,2008,2800
Sweden,2009,3400
Sweden,2010,4650
Sweden,2011,3600
Sweden,2012,3350
Sweden,2013,2500
Sweden,2014,3000
Sweden,2015,2000
Sweden,2016,3000
Belgium and Luxembourg,1990,0
Belgium and Luxembourg,1991,0
Belgium and Luxembourg,1992,0
Belgium and Luxembourg,1993,0
Belgium and Luxembourg,1994,0
Belgium and Luxembourg,1995,0
Belgium and Luxembourg,1996,0
Belgium and Luxembourg,1997,0
Belgium and Luxembourg,1998,0
Belgium and Luxembourg,1999,200
Belgium and Luxembourg,2000,400
Belgium and Luxembourg,2001,750
Belgium and Luxembourg,2002,1150
Belgium and Luxembourg,2003,1500
Belgium and Luxembourg,2004,2000
Belgium and Luxembourg,2005,2000
Belgium and Luxembourg,2006,1750
Belgium and Luxembourg,2007,1250
Belgium and Luxembourg,2008,1500
Belgium and Luxembourg,2009,2250
Belgium and Luxembourg,2010,2550
Belgium and Luxembourg,2011,3000
Belgium and Luxembourg,2012,3250
Belgium and Luxembourg,2013,4500
Belgium and Luxembourg,2014,3000
Belgium and Luxembourg,2015,2450
Belgium and Luxembourg,2016,3000
DF Spain,1990,
DF Spain,1991,
DF Spain,1992,
DF Spain,1993,
DF Spain,1994,1250
DF Spain,1995,1600
DF Spain,1996,1600
DF Spain,1997,1500
DF Spain,1998,3250
DF Spain,1999,1900
DF Spain,2000,1400
DF Spain,2001,1000
DF Spain,2002,550
DF Spain,2003,250
DF Spain,2004,250
DF Spain,2005,225
DF Spain,2006,750
DF Spain,2007,750
DF Spain,2008,1250
DF Spain,2009,1400
DF Spain,2010,1850
DF Spain,2011,2200
DF Spain,2012,2325
DF Spain,2013,1500
DF Spain,2014,1725
DF Spain,2015,1515
DF Spain,2016,2165
Ukraine,1990,
Ukraine,1991,
Ukraine,1992,
Ukraine,1993,
Ukraine,1994,
Ukraine,1995,
Ukraine,1996,
Ukraine,1997,
Ukraine,1998,
Ukraine,1999,
Ukraine,2000,
Ukraine,2001,
Ukraine,2002,
Ukraine,2003,
Ukraine,2004,
Ukraine,2005,
Ukraine,2006,
Ukraine,2007,
Ukraine,2008,1000
Ukraine,2009,700
Ukraine,2010,1250
Ukraine,2011,2750
Ukraine,2012,4250
Ukraine,2013,4750
Ukraine,2014,3050
Ukraine,2015,2050
Ukraine,2016,1750
Latvia,1990,0
Latvia,1991,0
Latvia,1992,0
Latvia,1993,0
Latvia,1994,0
Latvia,1995,0
Latvia,1996,0
Latvia,1997,0
Latvia,1998,0
Latvia,1999,0
Latvia,2000,0
Latvia,2001,0
Latvia,2002,120
Latvia,2003,200
Latvia,2004,150
Latvia,2005,250
Latvia,2006,500
Latvia,2007,550
Latvia,2008,750
Latvia,2009,150
Latvia,2010,100
Latvia,2011,850
Latvia,2012,860
Latvia,2013,1340
Latvia,2014,1370
Latvia,2015,1830
Latvia,2016,1750
Japan,1990,2250
Japan,1991,1750
Japan,1992,1750
Japan,1993,1500
Japan,1994,1350
Japan,1995,1200
Japan,1996,2400
Japan,1997,2300
Japan,1998,1600
Japan,1999,9350
Japan,2000,8550
Japan,2001,7400
Japan,2002,3300
Japan,2003,1500
Japan,2004,1200
Japan,2005,1210
Japan,2006,1450
Japan,2007,1700
Japan,2008,1700
Japan,2009,1700
Japan,2010,1950
Japan,2011,1700
Japan,2012,1950
Japan,2013,2400
Japan,2014,2300
Japan,2015,2650
Japan,2016,1750
DF Rest of Africa,1990,
DF Rest of Africa,1991,
DF Rest of Africa,1992,
DF Rest of Africa,1993,
DF Rest of Africa,1994,
DF Rest of Africa,1995,
DF Rest of Africa,1996,
DF Rest of Africa,1997,
DF Rest of Africa,1998,
DF Rest of Africa,1999,
DF Rest of Africa,2000,1725
DF Rest of Africa,2001,975
DF Rest of Africa,2002,475
DF Rest of Africa,2003,325
DF Rest of Africa,2004,225
DF Rest of Africa,2005,200
DF Rest of Africa,2006,275
DF Rest of Africa,2007,250
DF Rest of Africa,2008,950
DF Rest of Africa,2009,550
DF Rest of Africa,2010,1400
DF Rest of Africa,2011,1675
DF Rest of Africa,2012,1595
DF Rest of Africa,2013,1075
DF Rest of Africa,2014,1625
DF Rest of Africa,2015,1275
DF Rest of Africa,2016,1750
Finland,1990,0
Finland,1991,0
Finland,1992,0
Finland,1993,0
Finland,1994,50
Finland,1995,0
Finland,1996,0
Finland,1997,0
Finland,1998,250
Finland,1999,400
Finland,2000,1200
Finland,2001,1700
Finland,2002,2000
Finland,2003,1800
Finland,2004,1800
Finland,2005,1850
Finland,2006,2000
Finland,2007,2000
Finland,2008,1750
Finland,2009,1500
Finland,2010,1350
Finland,2011,1400
Finland,2012,1500
Finland,2013,1500
Finland,2014,1250
Finland,2015,1750
Finland,2016,1750
DF Turkey,1990,
DF Turkey,1991,
DF Turkey,1992,
DF Turkey,1993,
DF Turkey,1994,
DF Turkey,1995,
DF Turkey,1996,
DF Turkey,1997,
DF Turkey,1998,
DF Turkey,1999,
DF Turkey,2000,150
DF Turkey,2001,200
DF Turkey,2002,200
DF Turkey,2003,250
DF Turkey,2004,225
DF Turkey,2005,175
DF Turkey,2006,100
DF Turkey,2007,100
DF Turkey,2008,250
DF Turkey,2009,275
DF Turkey,2010,550
DF Turkey,2011,795
DF Turkey,2012,1010
DF Turkey,2013,1015
DF Turkey,2014,1125
DF Turkey,2015,975
DF Turkey,2016,1450
DF Czech Republic,1990,
DF Czech Republic,1991,
DF Czech Republic,1992,
DF Czech Republic,1993,
DF Czech Republic,1994,
DF Czech Republic,1995,
DF Czech Republic,1996,
DF Czech Republic,1997,
DF Czech Republic,1998,
DF Czech Republic,1999,
DF Czech Republic,2000,
DF Czech Republic,2001,
DF Czech Republic,2002,150
DF Czech Republic,2003,25
DF Czech Republic,2004,10
DF Czech Republic,2005,120
DF Czech Republic,2006,60
DF Czech Republic,2007,100
DF Czech Republic,2008,475
DF Czech Republic,2009,400
DF Czech Republic,2010,525
DF Czech Republic,2011,520
DF Czech Republic,2012,930
DF Czech Republic,2013,670
DF Czech Republic,2014,775
DF Czech Republic,2015,825
DF Czech Republic,2016,1350
DF Netherlands,1990,
DF Netherlands,1991,
DF Netherlands,1992,
DF Netherlands,1993,
DF Netherlands,1994,1450
DF Netherlands,1995,1975
DF Netherlands,1996,2225
DF Netherlands,1997,2225
DF Netherlands,1998,3975
DF Netherlands,1999,1590
DF Netherlands,2000,750
DF Netherlands,2001,750
DF Netherlands,2002,750
DF Netherlands,2003,575
DF Netherlands,2004,425
DF Netherlands,2005,400
DF Netherlands,2006,975
DF Netherlands,2007,1300
DF Netherlands,2008,1500
DF Netherlands,2009,2025
DF Netherlands,2010,2225
DF Netherlands,2011,1315
DF Netherlands,2012,1275
DF Netherlands,2013,970
DF Netherlands,2014,760
DF Netherlands,2015,950
DF Netherlands,2016,1310
Spain,1990,
Spain,1991,
Spain,1992,
Spain,1993,
Spain,1994,250
Spain,1995,250
Spain,1996,250
Spain,1997,250
Spain,1998,250
Spain,1999,250
Spain,2000,250
Spain,2001,250
Spain,2002,250
Spain,2003,250
Spain,2004,1750
Spain,2005,2000
Spain,2006,1500
Spain,2007,1500
Spain,2008,2250
Spain,2009,2500
Spain,2010,2000
Spain,2011,2000
Spain,2012,2000
Spain,2013,1500
Spain,2014,1250
Spain,2015,1500
Spain,2016,1300
DF Rest of Central & Eastern Europe,1990,
DF Rest of Central & Eastern Europe,1991,
DF Rest of Central & Eastern Europe,1992,
DF Rest of Central & Eastern Europe,1993,
DF Rest of Central & Eastern Europe,1994,
DF Rest of Central & Eastern Europe,1995,
DF Rest of Central & Eastern Europe,1996,
DF Rest of Central & Eastern Europe,1997,
DF Rest of Central & Eastern Europe,1998,
DF Rest of Central & Eastern Europe,1999,
DF Rest of Central & Eastern Europe,2000,
DF Rest of Central & Eastern Europe,2001,850
DF Rest of Central & Eastern Europe,2002,575
DF Rest of Central & Eastern Europe,2003,440
DF Rest of Central & Eastern Europe,2004,450
DF Rest of Central & Eastern Europe,2005,475
DF Rest of Central & Eastern Europe,2006,525
DF Rest of Central & Eastern Europe,2007,525
DF Rest of Central & Eastern Europe,2008,850
DF Rest of Central & Eastern Europe,2009,825
DF Rest of Central & Eastern Europe,2010,1250
DF Rest of Central & Eastern Europe,2011,825
DF Rest of Central & Eastern Europe,2012,1050
DF Rest of Central & Eastern Europe,2013,855
DF Rest of Central & Eastern Europe,2014,975
DF Rest of Central & Eastern Europe,2015,1250
DF Rest of Central & Eastern Europe,2016,1300
DF Belgium/Luxembourg,1990,
DF Belgium/Luxembourg,1991,
DF Belgium/Luxembourg,1992,
DF Belgium/Luxembourg,1993,
DF Belgium/Luxembourg,1994,1950
DF Belgium/Luxembourg,1995,1700
DF Belgium/Luxembourg,1996,1750
DF Belgium/Luxembourg,1997,1725
DF Belgium/Luxembourg,1998,1400
DF Belgium/Luxembourg,1999,900
DF Belgium/Luxembourg,2000,425
DF Belgium/Luxembourg,2001,200
DF Belgium/Luxembourg,2002,690
DF Belgium/Luxembourg,2003,425
DF Belgium/Luxembourg,2004,300
DF Belgium/Luxembourg,2005,225
DF Belgium/Luxembourg,2006,475
DF Belgium/Luxembourg,2007,400
DF Belgium/Luxembourg,2008,375
DF Belgium/Luxembourg,2009,425
DF Belgium/Luxembourg,2010,225
DF Belgium/Luxembourg,2011,275
DF Belgium/Luxembourg,2012,460
DF Belgium/Luxembourg,2013,1050
DF Belgium/Luxembourg,2014,1575
DF Belgium/Luxembourg,2015,1210
DF Belgium/Luxembourg,2016,1295
Switzerland,1990,0
Switzerland,1991,0
Switzerland,1992,0
Switzerland,1993,0
Switzerland,1994,0
Switzerland,1995,0
Switzerland,1996,0
Switzerland,1997,0
Switzerland,1998,0
Switzerland,1999,50
Switzerland,2000,50
Switzerland,2001,50
Switzerland,2002,200
Switzerland,2003,250
Switzerland,2004,250
Switzerland,2005,250
Switzerland,2006,500
Switzerland,2007,500
Switzerland,2008,500
Switzerland,2009,700
Switzerland,2010,1050
Switzerland,2011,1050
Switzerland,2012,650
Switzerland,2013,1150
Switzerland,2014,1300
Switzerland,2015,1250
Switzerland,2016,1250
Italy,1990,0
Italy,1991,0
Italy,1992,0
Italy,1993,0
Italy,1994,500
Italy,1995,1000
Italy,1996,500
Italy,1997,1000
Italy,1998,1000
Italy,1999,1250
Italy,2000,1500
Italy,2001,2250
Italy,2002,3000
Italy,2003,3250
Italy,2004,3000
Italy,2005,3000
Italy,2006,2000
Italy,2007,2000
Italy,2008,500
Italy,2009,250
Italy,2010,250
Italy,2011,500
Italy,2012,750
Italy,2013,700
Italy,2014,950
Italy,2015,1200
Italy,2016,1250
Denmark,1990,0
Denmark,1991,0
Denmark,1992,0
Denmark,1993,0
Denmark,1994,0
Denmark,1995,0
Denmark,1996,0
Denmark,1997,0
Denmark,1998,250
Denmark,1999,300
Denmark,2000,250
Denmark,2001,200
Denmark,2002,200
Denmark,2003,200
Denmark,2004,200
Denmark,2005,250
Denmark,2006,250
Denmark,2007,250
Denmark,2008,200
Denmark,2009,200
Denmark,2010,200
Denmark,2011,500
Denmark,2012,750
Denmark,2013,350
Denmark,2014,250
Denmark,2015,440
Denmark,2016,1150
DF Portugal,1990,
DF Portugal,1991,
DF Portugal,1992,
DF Portugal,1993,
DF Portugal,1994,
DF Portugal,1995,
DF Portugal,1996,
DF Portugal,1997,
DF Portugal,1998,
DF Portugal,1999,
DF Portugal,2000,200
DF Portugal,2001,200
DF Portugal,2002,175
DF Portugal,2003,115
DF Portugal,2004,100
DF Portugal,2005,40
DF Portugal,2006,80
DF Portugal,2007,325
DF Portugal,2008,275
DF Portugal,2009,275
DF Portugal,2010,275
DF Portugal,2011,450
DF Portugal,2012,300
DF Portugal,2013,440
DF Portugal,2014,885
DF Portugal,2015,865
DF Portugal,2016,1150
DF Ukraine,1990,
DF Ukraine,1991,
DF Ukraine,1992,
DF Ukraine,1993,
DF Ukraine,1994,
DF Ukraine,1995,
DF Ukraine,1996,
DF Ukraine,1997,
DF Ukraine,1998,
DF Ukraine,1999,
DF Ukraine,2000,
DF Ukraine,2001,
DF Ukraine,2002,
DF Ukraine,2003,
DF Ukraine,2004,
DF Ukraine,2005,
DF Ukraine,2006,
DF Ukraine,2007,
DF Ukraine,2008,
DF Ukraine,2009,
DF Ukraine,2010,
DF Ukraine,2011,
DF Ukraine,2012,25
DF Ukraine,2013,750
DF Ukraine,2014,500
DF Ukraine,2015,740
DF Ukraine,2016,1075
DF Israel,1990,
DF Israel,1991,
DF Israel,1992,
DF Israel,1993,
DF Israel,1994,
DF Israel,1995,
DF Israel,1996,
DF Israel,1997,
DF Israel,1998,
DF Israel,1999,
DF Israel,2000,750
DF Israel,2001,800
DF Israel,2002,990
DF Israel,2003,735
DF Israel,2004,735
DF Israel,2005,725
DF Israel,2006,800
DF Israel,2007,550
DF Israel,2008,500
DF Israel,2009,450
DF Israel,2010,600
DF Israel,2011,650
DF Israel,2012,1625
DF Israel,2013,1800
DF Israel,2014,1050
DF Israel,2015,1050
DF Israel,2016,1050
DF Rest of CIS,1990,
DF Rest of CIS,1991,
DF Rest of CIS,1992,
DF Rest of CIS,1993,
DF Rest of CIS,1994,
DF Rest of CIS,1995,
DF Rest of CIS,1996,
DF Rest of CIS,1997,
DF Rest of CIS,1998,
DF Rest of CIS,1999,
DF Rest of CIS,2000,
DF Rest of CIS,2001,
DF Rest of CIS,2002,250
DF Rest of CIS,2003,100
DF Rest of CIS,2004,100
DF Rest of CIS,2005,100
DF Rest of CIS,2006,100
DF Rest of CIS,2007,100
DF Rest of CIS,2008,125
DF Rest of CIS,2009,150
DF Rest of CIS,2010,225
DF Rest of CIS,2011,500
DF Rest of CIS,2012,1400
DF Rest of CIS,2013,850
DF Rest of CIS,2014,1200
DF Rest of CIS,2015,1375
DF Rest of CIS,2016,950
DF Italy,1990,
DF Italy,1991,
DF Italy,1992,
DF Italy,1993,
DF Italy,1994,500
DF Italy,1995,450
DF Italy,1996,475
DF Italy,1997,530
DF Italy,1998,485
DF Italy,1999,390
DF Italy,2000,150
DF Italy,2001,250
DF Italy,2002,425
DF Italy,2003,150
DF Italy,2004,125
DF Italy,2005,200
DF Italy,2006,300
DF Italy,2007,525
DF Italy,2008,650
DF Italy,2009,500
DF Italy,2010,425
DF Italy,2011,565
DF Italy,2012,800
DF Italy,2013,1075
DF Italy,2014,500
DF Italy,2015,675
DF Italy,2016,925
DF New Zealand,1990,
DF New Zealand,1991,
DF New Zealand,1992,
DF New Zealand,1993,
DF New Zealand,1994,
DF New Zealand,1995,
DF New Zealand,1996,
DF New Zealand,1997,
DF New Zealand,1998,
DF New Zealand,1999,
DF New Zealand,2000,325
DF New Zealand,2001,475
DF New Zealand,2002,425
DF New Zealand,2003,400
DF New Zealand,2004,300
DF New Zealand,2005,275
DF New Zealand,2006,275
DF New Zealand,2007,375
DF New Zealand,2008,350
DF New Zealand,2009,525
DF New Zealand,2010,775
DF New Zealand,2011,550
DF New Zealand,2012,1125
DF New Zealand,2013,585
DF New Zealand,2014,515
DF New Zealand,2015,450
DF New Zealand,2016,925
DF Austria,1990,
DF Austria,1991,
DF Austria,1992,
DF Austria,1993,
DF Austria,1994,
DF Austria,1995,
DF Austria,1996,
DF Austria,1997,
DF Austria,1998,
DF Austria,1999,
DF Austria,2000,200
DF Austria,2001,275
DF Austria,2002,200
DF Austria,2003,175
DF Austria,2004,175
DF Austria,2005,125
DF Austria,2006,250
DF Austria,2007,300
DF Austria,2008,275
DF Austria,2009,250
DF Austria,2010,250
DF Austria,2011,200
DF Austria,2012,285
DF Austria,2013,350
DF Austria,2014,575
DF Austria,2015,565
DF Austria,2016,825
DF Baltics - (All Countries),1990,
DF Baltics - (All Countries),1991,
DF Baltics - (All Countries),1992,
DF Baltics - (All Countries),1993,
DF Baltics - (All Countries),1994,
DF Baltics - (All Countries),1995,
DF Baltics - (All Countries),1996,
DF Baltics - (All Countries),1997,
DF Baltics - (All Countries),1998,
DF Baltics - (All Countries),1999,
DF Baltics - (All Countries),2000,
DF Baltics - (All Countries),2001,465
DF Baltics - (All Countries),2002,240
DF Baltics - (All Countries),2003,125
DF Baltics - (All Countries),2004,45
DF Baltics - (All Countries),2005,45
DF Baltics - (All Countries),2006,40
DF Baltics - (All Countries),2007,30
DF Baltics - (All Countries),2008,75
DF Baltics - (All Countries),2009,100
DF Baltics - (All Countries),2010,275
DF Baltics - (All Countries),2011,475
DF Baltics - (All Countries),2012,825
DF Baltics - (All Countries),2013,925
DF Baltics - (All Countries),2014,775
DF Baltics - (All Countries),2015,775
DF Baltics - (All Countries),2016,810
Others,1990,7300
Others,1991,10350
Others,1992,10700
Others,1993,11560
Others,1994,10400
Others,1995,12380
Others,1996,15375
Others,1997,17200
Others,1998,15175
Others,1999,14825
Others,2000,9125
Others,2001,9020
Others,2002,10780
Others,2003,8545
Others,2004,6645
Others,2005,8055
Others,2006,9305
Others,2007,9235
Others,2008,11625
Others,2009,10090
Others,2010,10850
Others,2011,13260
Others,2012,14085
Others,2013,11365
Others,2014,11615
Others,2015,11240
Others,2016,13580
United States,1990,3500
United States,1991,2750
United States,1992,7500
United States,1993,8000
United States,1994,8500
United States,1995,8000
United States,1996,8000
United States,1997,8000
United States,1998,7000
United States,1999,7200
United States,2000,7900
United States,2001,8400
United States,2002,10400
United States,2003,12300
United States,2004,12400
United States,2005,14200
United States,2006,14500
United States,2007,16750
United States,2008,19750
United States,2009,20000
United States,2010,32250
United States,2011,38250
United States,2012,45250
United States,2013,44750
United States,2014,51500
United States,2015,43250
United States,2016,45505
Germany,1990,
Germany,1991,
Germany,1992,
Germany,1993,0
Germany,1994,250
Germany,1995,250
Germany,1996,250
Germany,1997,150
Germany,1998,100
Germany,1999,100
Germany,2000,100
Germany,2001,100
Germany,2002,100
Germany,2003,100
Germany,2004,100
Germany,2005,100
Germany,2006,100
Germany,2007,100
Germany,2008,100
Germany,2009,100
Germany,2010,150
Germany,2011,150
Germany,2012,150
Germany,2013,400
Germany,2014,500
Germany,2015,1150
Germany,2016,3500
DF British Isles (Inc. Ireland),1990,
DF British Isles (Inc. Ireland),1991,
DF British Isles (Inc. Ireland),1992,550
DF British Isles (Inc. Ireland),1993,1250
DF British Isles (Inc. Ireland),1994,1450
DF British Isles (Inc. Ireland),1995,1050
DF British Isles (Inc. Ireland),1996,950
DF British Isles (Inc. Ireland),1997,800
DF British Isles (Inc. Ireland),1998,1250
DF British Isles (Inc. Ireland),1999,650
DF British Isles (Inc. Ireland),2000,575
DF British Isles (Inc. Ireland),2001,625
DF British Isles (Inc. Ireland),2002,525
DF British Isles (Inc. Ireland),2003,775
DF British Isles (Inc. Ireland),2004,700
DF British Isles (Inc. Ireland),2005,750
DF British Isles (Inc. Ireland),2006,750
DF British Isles (Inc. Ireland),2007,800
DF British Isles (Inc. Ireland),2008,750
DF British Isles (Inc. Ireland),2009,500
DF British Isles (Inc. Ireland),2010,600
DF British Isles (Inc. Ireland),2011,400
DF British Isles (Inc. Ireland),2012,2475
DF British Isles (Inc. Ireland),2013,3200
DF British Isles (Inc. Ireland),2014,2235
DF British Isles (Inc. Ireland),2015,2280
DF British Isles (Inc. Ireland),2016,3280
France,1990,
France,1991,
France,1992,
France,1993,
France,1994,
France,1995,
France,1996,
France,1997,
France,1998,
France,1999,
France,2000,
France,2001,
France,2002,
France,2003,
France,2004,
France,2005,
France,2006,
France,2007,
France,2008,
France,2009,
France,2010,
France,2011,2000
France,2012,4000
France,2013,4000
France,2014,3750
France,2015,2000
France,2016,2750
Ireland,1990,
Ireland,1991,
Ireland,1992,
Ireland,1993,
Ireland,1994,
Ireland,1995,500
Ireland,1996,600
Ireland,1997,600
Ireland,1998,500
Ireland,1999,500
Ireland,2000,500
Ireland,2001,750
Ireland,2002,850
Ireland,2003,700
Ireland,2004,750
Ireland,2005,1450
Ireland,2006,1650
Ireland,2007,2400
Ireland,2008,1700
Ireland,2009,1500
Ireland,2010,1500
Ireland,2011,2000
Ireland,2012,1250
Ireland,2013,1250
Ireland,2014,1250
Ireland,2015,1750
Ireland,2016,1750
Canada,1990,
Canada,1991,
Canada,1992,
Canada,1993,
Canada,1994,
Canada,1995,
Canada,1996,
Canada,1997,
Canada,1998,
Canada,1999,
Canada,2000,
Canada,2001,
Canada,2002,
Canada,2003,
Canada,2004,
Canada,2005,
Canada,2006,
Canada,2007,250
Canada,2008,250
Canada,2009,250
Canada,2010,350
Canada,2011,500
Canada,2012,600
Canada,2013,700
Canada,2014,500
Canada,2015,800
Canada,2016,1200
United Kingdom,1990,
United Kingdom,1991,
United Kingdom,1992,
United Kingdom,1993,
United Kingdom,1994,
United Kingdom,1995,
United Kingdom,1996,
United Kingdom,1997,
United Kingdom,1998,
United Kingdom,1999,
United Kingdom,2000,
United Kingdom,2001,
United Kingdom,2002,
United Kingdom,2003,
United Kingdom,2004,
United Kingdom,2005,
United Kingdom,2006,
United Kingdom,2007,
United Kingdom,2008,
United Kingdom,2009,
United Kingdom,2010,
United Kingdom,2011,
United Kingdom,2012,100
United Kingdom,2013,250
United Kingdom,2014,300
United Kingdom,2015,300
United Kingdom,2016,1070
South Africa,1990,
South Africa,1991,
South Africa,1992,
South Africa,1993,
South Africa,1994,
South Africa,1995,
South Africa,1996,
South Africa,1997,
South Africa,1998,
South Africa,1999,
South Africa,2000,
South Africa,2001,80
South Africa,2002,100
South Africa,2003,100
South Africa,2004,0
South Africa,2005,
South Africa,2006,
South Africa,2007,
South Africa,2008,
South Africa,2009,550
South Africa,2010,550
South Africa,2011,620
South Africa,2012,600
South Africa,2013,640
South Africa,2014,750
South Africa,2015,930
South Africa,2016,940
Austria,1990,0
Austria,1991,0
Austria,1992,0
Austria,1993,0
Austria,1994,0
Austria,1995,0
Austria,1996,0
Austria,1997,0
Austria,1998,0
Austria,1999,0
Austria,2000,0
Austria,2001,0
Austria,2002,0
Austria,2003,
Austria,2004,
Austria,2005,
Austria,2006,10
Austria,2007,0
Austria,2008,500
Austria,2009,500
Austria,2010,620
Austria,2011,570
Austria,2012,500
Austria,2013,600
Austria,2014,600
Austria,2015,670
Austria,2016,750
Russia,1990,
Russia,1991,
Russia,1992,
Russia,1993,
Russia,1994,
Russia,1995,
Russia,1996,
Russia,1997,
Russia,1998,
Russia,1999,
Russia,2000,
Russia,2001,
Russia,2002,
Russia,2003,
Russia,2004,
Russia,2005,
Russia,2006,
Russia,2007,
Russia,2008,
Russia,2009,
Russia,2010,
Russia,2011,900
Russia,2012,800
Russia,2013,400
Russia,2014,300
Russia,2015,300
Russia,2016,500
Switzerland,1990,
Switzerland,1991,
Switzerland,1992,
Switzerland,1993,
Switzerland,1994,
Switzerland,1995,
Switzerland,1996,
Switzerland,1997,
Switzerland,1998,
Switzerland,1999,
Switzerland,2000,
Switzerland,2001,
Switzerland,2002,
Switzerland,2003,
Switzerland,2004,
Switzerland,2005,
Switzerland,2006,
Switzerland,2007,
Switzerland,2008,
Switzerland,2009,
Switzerland,2010,
Switzerland,2011,
Switzerland,2012,
Switzerland,2013,
Switzerland,2014,
Switzerland,2015,
Switzerland,2016,400
Argentina,1990,
Argentina,1991,
Argentina,1992,
Argentina,1993,
Argentina,1994,
Argentina,1995,
Argentina,1996,
Argentina,1997,
Argentina,1998,
Argentina,1999,
Argentina,2000,
Argentina,2001,
Argentina,2002,
Argentina,2003,
Argentina,2004,
Argentina,2005,
Argentina,2006,
Argentina,2007,
Argentina,2008,
Argentina,2009,
Argentina,2010,
Argentina,2011,
Argentina,2012,50
Argentina,2013,100
Argentina,2014,150
Argentina,2015,200
Argentina,2016,200
Denmark,1990,
Denmark,1991,
Denmark,1992,
Denmark,1993,
Denmark,1994,
Denmark,1995,
Denmark,1996,
Denmark,1997,
Denmark,1998,
Denmark,1999,
Denmark,2000,
Denmark,2001,
Denmark,2002,
Denmark,2003,
Denmark,2004,
Denmark,2005,
Denmark,2006,
Denmark,2007,100
Denmark,2008,0
Denmark,2009,50
Denmark,2010,50
Denmark,2011,150
Denmark,2012,330
Denmark,2013,100
Denmark,2014,20
Denmark,2015,60
Denmark,2016,100
Japan,1990,
Japan,1991,
Japan,1992,
Japan,1993,
Japan,1994,
Japan,1995,
Japan,1996,
Japan,1997,
Japan,1998,
Japan,1999,
Japan,2000,
Japan,2001,
Japan,2002,
Japan,2003,
Japan,2004,50
Japan,2005,40
Japan,2006,50
Japan,2007,50
Japan,2008,50
Japan,2009,50
Japan,2010,50
Japan,2011,50
Japan,2012,50
Japan,2013,100
Japan,2014,100
Japan,2015,100
Japan,2016,100
DF US/Canada,1990,
DF US/Canada,1991,
DF US/Canada,1992,
DF US/Canada,1993,
DF US/Canada,1994,50
DF US/Canada,1995,150
DF US/Canada,1996,225
DF US/Canada,1997,250
DF US/Canada,1998,150
DF US/Canada,1999,150
DF US/Canada,2000,50
DF US/Canada,2001,25
DF US/Canada,2002,25
DF US/Canada,2003,25
DF US/Canada,2004,50
DF US/Canada,2005,75
DF US/Canada,2006,75
DF US/Canada,2007,25
DF US/Canada,2008,25
DF US/Canada,2009,
DF US/Canada,2010,
DF US/Canada,2011,50
DF US/Canada,2012,25
DF US/Canada,2013,40
DF US/Canada,2014,
DF US/Canada,2015,50
DF US/Canada,2016,75
Mexico,1990,
Mexico,1991,
Mexico,1992,
Mexico,1993,
Mexico,1994,
Mexico,1995,
Mexico,1996,
Mexico,1997,
Mexico,1998,
Mexico,1999,
Mexico,2000,
Mexico,2001,
Mexico,2002,
Mexico,2003,
Mexico,2004,
Mexico,2005,
Mexico,2006,
Mexico,2007,
Mexico,2008,
Mexico,2009,
Mexico,2010,
Mexico,2011,
Mexico,2012,
Mexico,2013,
Mexico,2014,
Mexico,2015,
Mexico,2016,60
Hungary,1990,
Hungary,1991,
Hungary,1992,
Hungary,1993,
Hungary,1994,
Hungary,1995,
Hungary,1996,
Hungary,1997,
Hungary,1998,
Hungary,1999,
Hungary,2000,
Hungary,2001,
